Merk;CC;Model;Type | KW/PK | Bouwjaar;;AGM Landport;SMF;SLA;HVT;GEL;Lithium **
TRIUMPH ;799;TIGER;Tiger 800 XRT (A082) | KW: 70/PK: 95 | 04.2015 -; YB16B-A;;;;;;
TRIUMPH ;799;TIGER;Tiger 800 XRX (A082) | KW: 35/PK: 48 | 04.2015 -; YB16B-A;;;;;;
TRIUMPH ;799;TIGER;Tiger 800 XRX (A082) | KW: 70/PK: 95 | 04.2015 -; YB16B-A;;;;;;
TRIUMPH ;800;TIGER;Tiger 800 XC (C201) | KW: 70/PK: 95 | 03.2016 -; YB16B-A;;;;;;
TRIUMPH ;800;TIGER;Tiger 800 XC (C301) | KW: 70/PK: 95 | 03.2017 -; YB16B-A;;;;;;
TRIUMPH ;800;TIGER;Tiger 800 XCA (C201) | KW: 70/PK: 95 | 03.2016 -; YB16B-A;;;;;;
TRIUMPH ;800;TIGER;Tiger 800 XCA (C301) | KW: 70/PK: 95 | 03.2017 -; YB16B-A;;;;;;
TRIUMPH ;800;TIGER;Tiger 800 XCX (C201) | KW: 70/PK: 95 | 03.2016 -; YB16B-A;;;;;;
TRIUMPH ;800;TIGER;Tiger 800 XCX (C301) | KW: 70/PK: 95 | 03.2017 -; YB16B-A;;;;;;
TRIUMPH ;800;TIGER;Tiger 800 XR (C201) | KW: 70/PK: 95 | 03.2016 -; YB16B-A;;;;;;
TRIUMPH ;800;TIGER;Tiger 800 XR (C301) | KW: 70/PK: 95 | 03.2017 -; YB16B-A;;;;;;
TRIUMPH ;800;TIGER;Tiger 800 XRT (C201) | KW: 70/PK: 95 | 03.2016 -; YB16B-A;;;;;;
TRIUMPH ;800;TIGER;Tiger 800 XRt (C301) | KW: 70/PK: 95 | 03.2017 -; YB16B-A;;;;;;
TRIUMPH ;800;TIGER;Tiger 800 XRX (C201) | KW: 70/PK: 95 | 03.2016 -; YB16B-A;;;;;;
TRIUMPH ;800;TIGER;Tiger 800 XRX LOW (C301) | KW: 70/PK: 95 | 03.2017 -; YB16B-A;;;;;;
TRIUMPH ;865;AMERICA;America (986MK) | KW: 41/PK: 56 | 11.2006 - 12.2010;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;865;AMERICA;America | KW: 45/PK: 61 | 10.2006 -;;;; YTX12-4;; GTX12-4;
TRIUMPH ;865;AMERICA;America LT | KW: 45/PK: 61 | 01.2014 -;;;; YTX12-4;; GTX12-4;
TRIUMPH ;865;BONNEVILLE;Bonneville 100 SE | KW: 50/PK: 68 | 01.2009 - 12.2012;;;; YT12B-4;; GT12B-4;
TRIUMPH ;865;BONNEVILLE;Bonneville 900 (986MF) | KW: 50/PK: 68 | 01.2007 -;;;; YTX12-4;; GTX12-4;
TRIUMPH ;865;BONNEVILLE;Bonneville 900 Black | KW: 50/PK: 68 | 01.2007 - 12.2008;;;; YTX12-4;; GTX12-4;
TRIUMPH ;865;BONNEVILLE;Bonneville T 100 (986MF) | KW: 50/PK: 68 | 01.2006 -;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;865;BONNEVILLE;Bonneville T 100 | KW: 35/PK: 48 | 01.2006 -;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;865;BONNEVILLE;Bonneville T 100 | KW: 47/PK: 64 | 01.2005 - 12.2006;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;865;BONNEVILLE;Bonneville T100 110th Anniversary Edition (986MF) | KW: 50/PK: 68 | 01.2013 - 12.2013;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;865;BONNEVILLE;Bonneville T100 Steve MCQueen SE (986MF) | KW: 50/PK: 68 | 01.2012 - 12.2013;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;865;BONNEVILLE;Bonneville Tridays-Edition | KW: 50/PK: 68 | 01.2010 - 12.2010;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;865;SCRALER;Scraler (986) | KW: 42/PK: 56 | 01.2006 - 12.2007;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;865;SCRALER;Scraler (9862) | KW: 43/PK: 57 | 08.2007 -;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;865;SCRALER;Scraler | KW: 25/PK: 34 | 01.2006 - 12.2007;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;865;SCRALER;Scraler | KW: 25/PK: 34 | 01.2008 -;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;865;SCRALER;Scraler | KW: 35/PK: 48 | 01.2008 -;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;865;SCRALER;Scraler | KW: 44/PK: 60 | 01.2008 -;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;865;SPEEDSTER;Speedster (908) | KW: 25/PK: 34 | 01.2005 - 12.2007;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;865;SPEEDSTER;Speedster (908) | KW: 41/PK: 56 | 01.2005 - 12.2007;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;865;SPEEDSTER;Speedster (9862) | KW: 45/PK: 61 | 01.2008 - 12.2010;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;865;SPEEDSTER;Speedster (9862/11) | KW: 35/PK: 48 | 01.2011 -;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;865;SPEEDSTER;Speedster (9862/11) | KW: 45/PK: 61 | 01.2011 -;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;865;THRUXTON;Thruxton 900 (986ME) | KW: 25/PK: 34 | 01.2004 - 12.2007;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;865;THRUXTON;Thruxton 900 (986ME) | KW: 51/PK: 69 | 01.2004 - 12.2007;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;865;THRUXTON;Thruxton 900 (986ME2) | KW: 51/PK: 69 | 01.2008 -;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;885;DAYTONA;Daytona 900 (T300B) | KW: 72/PK: 98 | 01.1993 - 12.1996; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;885;DAYTONA;Daytona 900 Super III (T300B) | KW: 72/PK: 98 | 01.1994 - 12.1996; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;885;DAYTONA;Daytona 900 Super III | KW: 84/PK: 114 | 01.1994 - 12.1996; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;885;LEGEND;Legend TT (T309RT) | KW: 51/PK: 69 | 01.1998 - 12.2001; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;885;LEGEND;Legend TT | KW: 23/PK: 31 | 01.1998 - 12.2001; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;885;SPEED;Speed Triple 900 (T300B) | KW: 72/PK: 98 | 01.1994 - 12.1996; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;885;SPEED;Speed Triple T509 (T509) | KW: 72/PK: 98 | 01.1997 - 12.1998; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;885;SPEED;Speed Triple T509 (T509) | KW: 80/PK: 109 | 01.1997 - 12.1998; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;885;SPRINT;Sprint 900 (T300A) | KW: 72/PK: 98 | 01.1994 - 12.1997; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;885;SPRINT;Sprint 900 Executive (T300A) | KW: 72/PK: 98 | 01.1998 - 12.1998; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;885;SPRINT;Sprint 900 Sports (T300A) | KW: 70/PK: 95 | 01.1998 - 12.1998; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;885;THUNDERBIRD;Thunderbird 900 | KW: 25/PK: 34 | 01.1995 - 12.2003;;;; YTX14-4; HVT-8; GTX14-4; LFP14
TRIUMPH ;885;THUNDERBIRD;Thunderbird 900 | KW: 51/PK: 70 | 01.1995 - 12.2003;;;; YTX14-4; HVT-8; GTX14-4; LFP14
TRIUMPH ;885;THUNDERBIRD;Thunderbird 900 Sport (T309RT) | KW: 57/PK: 78 | 01.1998 - 12.2001;;;; YTX14-4; HVT-8; GTX14-4; LFP14
TRIUMPH ;885;THUNDERBIRD;Thunderbird 900 Sport | KW: 61/PK: 83 | 01.2002 - 12.2004;;;; YTX14-4; HVT-8; GTX14-4;
TRIUMPH ;885;TIGER;Tiger 900 (T400) | KW: 63/PK: 85 | 01.1993 - 12.1998; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;885;TIGER;Tiger 900 (T400) | KW: 64/PK: 87 | 01.1999 - 12.2001;;;; YTX14-4; HVT-8; GTX14-4; LFP14
TRIUMPH ;885;TRIDENT;Trident 900 (T300C) | KW: 72/PK: 98 | 01.1994 - 12.1998; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;885;TRIDENT;Trident 900 | KW: 70/PK: 95 | 01.1997 - 12.1998; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;885;TRIDENT;Trident 900 | KW: 73/PK: 100 | 01.1990 - 12.1993; YB7-A;;;;;; LFP14
TRIUMPH ;885;TRIDENT;Trident 900 Sprint | KW: 73/PK: 100 | 01.1993 - 12.1993; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;885;TROPHY;Trophy 900 | KW: 67/PK: 91 | 01.2000 - 12.2001; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;885;TROPHY;Trophy 900 | KW: 72/PK: 98 | 01.1994 - 12.2001; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;885;TROPHY;Trophy 900 | KW: 74/PK: 100 | 01.1990 - 12.1993; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;900;STREET;Street Scraler (DC01) | KW: 40/PK: 54 | 12.2016 -;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;900;STREET;Street Scraler (DC02) | KW: 35/PK: 48 | 12.2016 -;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;900;STREET;Street Twin (DP01) | KW: 40/PK: 54 | 01.2016 -;;;; YTX12-4;; GTX12-4;
TRIUMPH ;900;STREET;Street Twin A2 (DP01) | KW: 35/PK: 48 | 01.2016 -;;;; YTX12-4;; GTX12-4;
TRIUMPH ;955;DAYTONA;Daytona 955i (595SPP) | KW: 94/PK: 128 | 01.1999 - 12.2001;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;955;DAYTONA;Daytona 955i (T595) | KW: 72/PK: 98 | 01.1999 - 12.2001;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;955;DAYTONA;Daytona 955i | KW: 108/PK: 147 | 06.2001 - 12.2006;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;955;DAYTONA;Daytona T595 | KW: 72/PK: 98 | 01.1997 - 12.1998;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;955;DAYTONA;Daytona T595 | KW: 96/PK: 131 | 01.1997 - 12.1998;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;955;SPEED;Speed Triple 955i (595N) | KW: 72/PK: 98 | 01.2002 - 12.2004; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2;
TRIUMPH ;955;SPEED;Speed Triple 955i (595N) | KW: 88/PK: 120 | 01.2002 - 12.2004; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2;
TRIUMPH ;955;SPEED;Speed Triple 955i (T509) | KW: 72/PK: 98 | 01.1999 - 12.2001; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;955;SPEED;Speed Triple 955i (T509) | KW: 79/PK: 107 | 01.1999 - 12.2001; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;955;SPRINT;Sprint RS (695AC) | KW: 72/PK: 98 | 01.2000 - 12.2004;;;; YTX14-4; HVT-8; GTX14-4; LFP14
TRIUMPH ;955;SPRINT;Sprint RS (695AC) | KW: 88/PK: 120 | 01.2000 - 12.2004;;;; YTX14-4; HVT-8; GTX14-4; LFP14
TRIUMPH ;955;SPRINT;Sprint ST (695AB) | KW: 88/PK: 120 | 01.1999 - 12.2004;;;; YTX14-4; HVT-8; GTX14-4; LFP14
TRIUMPH ;955;SPRINT;Sprint ST (T695) | KW: 72/PK: 98 | 01.1999 - 12.2004;;;; YTX14-4; HVT-8; GTX14-4; LFP14
TRIUMPH ;955;SPRINT;Sprint ST (T695) | KW: 77/PK: 105 | 01.1999 - 12.2004;;;; YTX14-4; HVT-8; GTX14-4; LFP14
TRIUMPH ;955;TIGER;Tiger 955i (T709EN) | KW: 72/PK: 98 | 01.2001 - 12.2006;;;; YTX14-4; HVT-8; GTX14-4; LFP14
TRIUMPH ;955;TIGER;Tiger 955i (T709EN) | KW: 77/PK: 105 | 01.2001 - 12.2006;;;; YTX14-4; HVT-8; GTX14-4; LFP14
TRIUMPH ;998;DAYTONA;Daytona 1000 (T300) | KW: 74/PK: 101 | 01.1991 - 12.1992; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;1050;SPEED;Speed Triple (515NV) | KW: 99/PK: 135 | 01.2011 -;;;; YTX14-4; HVT-8; GTX14-4; LFP14
TRIUMPH ;1050;SPEED;Speed Triple 1050 (515NJ) | KW: 72/PK: 98 | 01.2005 - 12.2007;;;; YTX9-4;; GTX9-4; LFP14
TRIUMPH ;1050;SPEED;Speed Triple 1050 (515NJ) | KW: 78/PK: 106 | 01.2005 - 12.2007;;;; YTX14-4; HVT-8; GTX14-4; LFP14
TRIUMPH ;1050;SPEED;Speed Triple 1050 (515NJ) | KW: 96/PK: 131 | 01.2005 - 12.2007;;;; YTX9-4;; GTX9-4; LFP14
TRIUMPH ;1050;SPEED;Speed Triple 1050 (515NJ) | KW: 97/PK: 132 | 01.2008 - 12.2010;;;; YTX9-4;; GTX9-4; LFP14
TRIUMPH ;1050;SPEED;Speed Triple R (515NV) | KW: 99/PK: 135 | 01.2012 -;;;; YTX14-4; HVT-8; GTX14-4; LFP14
TRIUMPH ;1050;SPEED;Speed Triple R | KW: 103/PK: 140 | 01.2016 -;;;; YTX14-4; HVT-8; GTX14-4; LFP14
TRIUMPH ;1050;SPEED;Speed Triple S | KW: 103/PK: 140 | 01.2016 -;;;; YTX14-4; HVT-8; GTX14-4; LFP14
TRIUMPH ;1050;SPRINT;Sprint GT (215ND) | KW: 96/PK: 130 | 01.2011 - 12.2012;;;; YTX14-4; HVT-8; GTX14-4; LFP14
TRIUMPH ;1050;SPRINT;Sprint ST (215NA) | KW: 72/PK: 98 | 09.2007 - 12.2008;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;1050;SPRINT;Sprint ST (215NA) | KW: 78/PK: 106 | 07.2006 - 12.2010;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;1050;SPRINT;Sprint ST (215NA) | KW: 92/PK: 125 | 01.2005 - 12.2010;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;1050;SPRINT;Sprint ST (215NA) | KW: 93/PK: 127 | 01.2007 - 12.2008;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;1050;SPRINT;Sprint ST (215NA) | KW: 95/PK: 129 | 01.2009 - 12.2009;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;1050;TIGER;Tiger 1050 (115NG) | KW: 85/PK: 116 | 01.2007 - 12.2011;;;; YT12B-4;; GT12B-4; LFP14
TRIUMPH ;1050;TIGER;Tiger 1050 SE (115NG) | KW: 85/PK: 116 | 01.2011 - 12.2012;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;1050;TIGER;Tiger 1050 Sport (115NG) | KW: 92/PK: 125 | 01.2013 - 12.2013;;;; YTX12-4;; GTX12-4; LFP14
TRIUMPH ;1050;TIGER;Tiger 1050 Sport (NH01) | KW: 93/PK: 126 | 02.2016 -;;;; YTX12-4;; GTX12-4;
TRIUMPH ;1180;DAYTONA;Daytona 1200 (T300) | KW: 108/PK: 147 | 01.1993 - 12.1997; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;1180;DAYTONA;Daytona 1200 (T300) | KW: 72/PK: 98 | 01.1993 - 12.1997; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;1180;TROPHY;Trophy 1200 (T300) | KW: 72/PK: 98 | 01.1994 - 12.2003; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;1180;TROPHY;Trophy 1200 (T300) | KW: 74/PK: 100 | 01.1992 - 12.1996; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;1180;TROPHY;Trophy 1200 (T300) | KW: 79/PK: 108 | 01.1992 - 12.1996; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;1180;TROPHY;Trophy 1200 | KW: 103/PK: 141 | 01.1990 - 12.1990; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;1180;TROPHY;Trophy 1200 | KW: 79/PK: 108 | 01.1994 - 12.2003; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;1180;TROPHY;Trophy 1200 | KW: 81/PK: 110 | 01.1992 - 12.1993; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;1180;TROPHY;Trophy 1200 | KW: 92/PK: 125 | 01.1992 - 12.1992; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
TRIUMPH ;1200;BONNEVILLE;Bonneville Black Bobber | KW: 57/PK: 77 | 09.2017 -;; YTX9-BS;;;; GTX9-4;
TRIUMPH ;1200;BONNEVILLE;Bonneville Bobber | KW: 57/PK: 77 | 09.2017 -;; YTX9-BS;;;; GTX9-4;
TRIUMPH ;1200;BONNEVILLE;Bonneville T120 (DU01) | KW: 59/PK: 80 | 01.2016 -;;;; YTX12-4;; GTX12-4;
TRIUMPH ;1200;BONNEVILLE;Bonneville T120 Black (DU01) | KW: 59/PK: 80 | 01.2016 -;;;; YTX12-4;; GTX12-4;
TRIUMPH ;1200;THRUXTON;Thruxton 1200 (DE01) | KW: 71/PK: 97 | 01.2016 -;;;; YTX12-4;; GTX12-4;
TRIUMPH ;1200;THRUXTON;Thruxton 1200 R (DE01) | KW: 71/PK: 97 | 01.2016 -;;;; YTX12-4;; GTX12-4;
TRIUMPH ;1215;TIGER;Tiger Explorer (V13VG) | KW: 101/PK: 137 | 01.2012 -;;;;; HVT-1; GTX20-3; LFP20
TRIUMPH ;1215;TIGER;Tiger Explorer (V13VG) | KW: 72/PK: 98 | 01.2012 -;;;;;; G12-19; LFP20
TRIUMPH ;1215;TIGER;Tiger Explorer (V13VG) | KW: 78/PK: 106 | 01.2012 -;;;;;; G12-19; LFP20
TRIUMPH ;1215;TIGER;Tiger Explorer XC (V13VG) | KW: 101/PK: 137 | 01.2013 -;;;;; HVT-1; GTX20-3; LFP20
TRIUMPH ;1215;TIGER;Tiger Explorer XC (V201) | KW: 102/PK: 139 | 01.2016 -;;;;;; G12-19;
TRIUMPH ;1215;TIGER;Tiger Explorer XCA (V201) | KW: 102/PK: 139 | 01.2016 -;;;;;; G12-19;
TRIUMPH ;1215;TIGER;Tiger Explorer XCX (V201) | KW: 102/PK: 139 | 01.2016 -;;;;;; G12-19;
TRIUMPH ;1215;TIGER;Tiger Explorer XR (V201) | KW: 102/PK: 139 | 01.2016 -;;;;;; G12-19;
TRIUMPH ;1215;TIGER;Tiger Explorer XRT (V201) | KW: 102/PK: 139 | 01.2016 -;;;;;; G12-19;
TRIUMPH ;1215;TIGER;Tiger Explorer XRX (V201) | KW: 102/PK: 139 | 01.2016 -;;;;;; G12-19;
TRIUMPH ;1215;TROPHY;Trophy SE (V13VH) | KW: 99/PK: 135 | 01.2013 -;;;;; HVT-1; GTX20-3; LFP20
TRIUMPH ;1597;THUNDERBIRD;Thunderbird | KW: 63/PK: 86 | 01.2009 - 12.2010;;;;; HVT-1; GTX20-3; LFP20
TRIUMPH ;1597;THUNDERBIRD;Thunderbird | KW: 63/PK: 86 | 01.2010 -;;;;; HVT-1; GTX20-3; LFP20
TRIUMPH ;1597;THUNDERBIRD;Thunderbird | KW: 63/PK: 86 | 01.2010 -;;;;; HVT-1; GTX20-3; LFP20
TRIUMPH ;1699;THUNDERBIRD;Thunderbird Comnder | KW: 69/PK: 94 | 01.2014 -;;;;; HVT-1; GTX20-3; LFP20
TRIUMPH ;1699;THUNDERBIRD;Thunderbird LT | KW: 69/PK: 94 | 01.2014 -;;;;; HVT-1; GTX20-3; LFP20
TRIUMPH ;1699;THUNDERBIRD;Thunderbird Storm | KW: 72/PK: 98 | 01.2009 - 12.2010;;;;; HVT-1; GTX20-3; LFP20
TRIUMPH ;1699;THUNDERBIRD;Thunderbird Storm | KW: 72/PK: 98 | 01.2011 -;;;;; HVT-1; GTX20-3; LFP20
TRIUMPH ;2294;ROCKET;Rocket III (C23XB) | KW: 103/PK: 140 | 01.2004 - 12.2009;;;;; HVT-1; GTX20-3; LFP20
TRIUMPH ;2294;ROCKET;Rocket III Classic (C23XB) | KW: 103/PK: 140 | 11.2005 - 12.2009;;;;; HVT-1; GTX20-3; LFP20
TRIUMPH ;2294;ROCKET;Rocket III Roadster (C20) | KW: 109/PK: 148 | 02.2013 -;;;;;; G12-19; LFP20
TRIUMPH ;2294;ROCKET;Rocket III Roadster (C23XB) | KW: 109/PK: 148 | 12.2009 -;;;;; HVT-1; GTX20-3; LFP20
TRIUMPH ;2294;ROCKET;Rocket III Touring (C23XC) | KW: 78/PK: 106 | 01.2008 -;;;;; HVT-1; GTX20-3; LFP20
VESPA ;49;PRIVERA;50 Privera (C53) | KW: 3/PK: 4 | 11.2013 -; YB9B;;;;; GB9B;
VESPA ;49;PRIVERA;50 Privera 4T (C53) | KW: 3/PK: 4 | 11.2013 -; YB9B;;;;; GB9B; LFP7Z
VESPA ;49;ET;ET2 50 (ZAPC16) | KW: 3/PK: 4 | 03.1996 - 09.1999; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
VESPA ;49;ET;ET2 50 (ZAPC381) | KW: 3/PK: 4 | 03.1997 - 12.2005; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
VESPA ;49;ET;ET2 Injection (ZAPC12) | KW: 3/PK: 4 | 03.1997 - 09.1999; YB5L-B;;; YB5L-B (S);; GB5L-B; LFP5
VESPA ;49;ET;ET4 50 (ZAPC26) | KW: 3/PK: 4 | 01.2000 - 12.2006; YB9B;;;;; GB9B; LFP7Z
VESPA ;49;LX;LX 50 (ZAPM381) | KW: 3/PK: 4 | 03.2005 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
VESPA ;49;LX;LX 50 2T Chic (ZAPM381) | KW: 3/PK: 4 | 02.2010 - 12.2010; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP7Z
VESPA ;49;LX;LX 50 2T Touring (ZAPM381) | KW: 3/PK: 4 | 02.2010 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP7Z
VESPA ;49;LX;LX 50 4T (ZAPM383) | KW: 2/PK: 3 | 03.2005 - 09.2007; YB9B;;;;; GB9B; LFP7Z
VESPA ;49;LX;LX 50 4T 4V (ZAPM387) | KW: 3/PK: 4 | 03.2008 -; YB9B;;;;; GB9B; LFP7Z
VESPA ;49;LX;LX 50 4T Chic (ZAPM387) | KW: 3/PK: 4 | 02.2010 - 12.2010; YB9B;;;;; GB9B; LFP7Z
VESPA ;49;LX;LX 50 4T Touring (ZAPM383) | KW: 3/PK: 4 | 02.2010 - 09.2012; YB9B;;;;; GB9B; LFP7Z
VESPA ;49;S;S 50 2T | KW: 3/PK: 4 | 03.2009 -; YB9B;;;;; GB9B; LFP5
VESPA ;49;SPRINT;Sprint 50 2T | KW: 3/PK: 4 | 01.2014 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
VESPA ;49;SPRINT;Sprint 50 4T | KW: 3/PK: 4 | 01.2014 -; YB9B;;;;; GB9B; LFP7Z
VESPA ;50;LXV;LXV 50 | KW: 3/PK: 4 | 03.2006 - 12.2013; YB9B;;;;; GB9B;
VESPA ;50;PK;PK 50 (V5X1T) | KW: 2/PK: 3 | 01.1983 - 09.1986; YB7-A;;;;;; LFP7
VESPA ;50;PK;PK 50 S (V5X1T) | KW: 2/PK: 3 | 01.1983 - 09.1986; YB7-A;;;;;; LFP7
VESPA ;50;PK;PK 50 S AUTOTIC (V5X1T) | KW: 2/PK: 3 | 03.1985 - 09.1986; YB7-A;;;;;; LFP7
VESPA ;50;PK;PK 50 S LUSSO (V5X1T) | KW: 2/PK: 3 | 03.1985 - 12.1986; YB7-A;;;;;; LFP7
VESPA ;50;PK;PK 50 XL (V5X3T) | KW: 2/PK: 3 | 03.1986 - 12.1989; 12N5,5-3B;;;;;; LFP7
VESPA ;50;PK;PK 50 XL (V5X5T) | KW: 2/PK: 3 | 03.1989 - 09.1992; 12N5,5-3B;;;;;; LFP7
VESPA ;50;PK;PK 50 XL 2 (V5P1T) | KW: 2/PK: 3 | 01.1991 - 09.1996; 12N5,5-3B;;;;;; LFP7
VESPA ;50;PK;PK 50 XL 2 AUTOTIC (V5P1T) | KW: 3/PK: 4 | 01.1991 - 09.1996; 12N5,5-3B;;;;;; LFP7
VESPA ;50;PK;PK 50 XL AUTOTIC (V5X3T) | KW: 3/PK: 4 | 03.1986 - 09.1989; 12N5,5-3B;;;;;; LFP7
VESPA ;50;S;S 50 2T College | KW: 3/PK: 4 | 02.2010 - 12.2013; YB9B;;;;; GB9B; LFP5
VESPA ;50;S;S 50 4T 4V | KW: 3/PK: 4 | 05.2008 -; YB9B;;;;; GB9B; LFP7Z
VESPA ;50;S;S 50 4T 4V College | KW: 3/PK: 4 | 02.2010 - 12.2013; YB9B;;;;; GB9B; LFP7Z
VESPA ;79;PK;PK 80 S (V8X5T) | KW: 4/PK: 5 | 01.1983 - 09.1986; YB7-A;;;;;;
VESPA ;79;PK;PK 80 S AUTOTIC (V8X5T) | KW: 4/PK: 5 | 01.1984 - 09.1986; YB7-A;;;;;;
VESPA ;79;PK;PK 80 S LUSSO (V8X5T) | KW: 4/PK: 5 | 03.1985 - 09.1986; YB7-A;;;;;;
VESPA ;79;PX;PX 80 E (V8X1T, V8X5T) | KW: 5/PK: 7 | 03.1981 - 09.1983; 12N5,5-3B;;;;;;
VESPA ;79;PX;PX 80 E Lusso | KW: 5/PK: 7 | 03.1983 - 12.1996; 12N5,5-3B;;;;;;
VESPA ;79;PX;PX 80 E Lusso Spezial | KW: 5/PK: 7 | 03.1988 - 09.1994; 12N5,5-3B;;;;;;
VESPA ;79;PX;PX 80 E Traveller (V8X1T, V8X5T) | KW: 5/PK: 7 | 03.1981 - 09.1983; 12N5,5-3B;;;;;;
VESPA ;121;PK;PK 125 AUTOTIC (VMX6T) | KW: 6/PK: 8 | 03.1986 - 09.1990; YB7-A;;;;;;
VESPA ;121;PK;PK 125 S (VMX5T) | KW: 5/PK: 7 | 03.1982 - 09.1986; YB7-A;;;;;;
VESPA ;121;PK;PK 125 S AUTOTIC (VMS1T) | KW: 6/PK: 8 | 01.1984 - 09.1985; YB7-A;;;;;;
