Category;Brand;CC;Model;Year;AGM_Premium;MF;Conventional;Conventional_Old
Motorcycles;HONDA;125;FES125;00;-;YTX9-BS;-;-
Motorcycles;HONDA;125;FES125, Panteon;03-;-;YTX7L-BS;-;-
Motorcycles;HONDA;125;GL125 II, -IN;87-97;-;-;YB2.5L-C;-
Motorcycles;HONDA;125;MBX125 F;85;-;-;YB5L-B;-
Motorcycles;HONDA;125;MT125 Elsinore;74-76;-;-;-;6N6-3B
Motorcycles;HONDA;125;MTX125 RW, RW-TH;85-90;-;-;YB3L-A;-
Motorcycles;HONDA;125;MTX125, R, R2;86-87;-;-;YB5L-B;-
Motorcycles;HONDA;125;NES125, Dylan;00-;-;YTX7L-BS;-;-
Motorcycles;HONDA;125;NH125 Aero;84;-;-;YB5L-B;-
Motorcycles;HONDA;125;NH125 Lead;83-86;-;-;YB5L-B;-
Motorcycles;HONDA;125;NS125 F;89;-;-;YB5L-B;-
Motorcycles;HONDA;125;NS125 R, R2, R3;87;-;-;YB5L-B;-
Motorcycles;HONDA;125;NSR125 F III/R/R2/Raiden;92;-;YTX5L-BS;-;-
Motorcycles;HONDA;125;NSR125 R;97;-;YTX5L-BS;-;-
Motorcycles;HONDA;125;NX125;-;-;-;-;12N9-4B-1
Motorcycles;HONDA;125;NX125;88-90;-;YTX7L-BS;-;-
Motorcycles;HONDA;125;NX125 Transcity;97;-;YTX7L-BS;-;-
Motorcycles;HONDA;125;NXR125;-;-;YTX5L-BS;-;-
Motorcycles;HONDA;125;NZ125;93;-;-;YB3L-A;-
Motorcycles;HONDA;125;Pantheon 125;99;-;YTX9-BS;-;-
Motorcycles;HONDA;125;SES125;00-;-;YTX7L-BS;-;-
Motorcycles;HONDA;125;SH125;01-;-;YTX7L-BS;-;-
Motorcycles;HONDA;125;Shadow125;99;-;YTX7L-BS;-;-
Motorcycles;HONDA;125;SL125 Motosport;71-73;-;-;-;6N6-3B
Motorcycles;HONDA;125;Spacy125;01-;YTZ12S;-;-;-
Motorcycles;HONDA;125;SS125A Super Sport;67-69;-;-;-;B54-6
Motorcycles;HONDA;125;TL125;88;-;-;-;6N2-2A
Motorcycles;HONDA;125;TMX125;85;-;-;-;6N6-3B
Motorcycles;HONDA;125;VT125 Shadow;-;-;YTX7L-BS;-;-
Motorcycles;HONDA;125;VT125C;01-;YTZ7S;-;-;-
Motorcycles;HONDA;125;XL125;74-78;-;-;-;6N4C-1B
Motorcycles;HONDA;125;XL125;85-90;-;-;-;6N4C-1B
Motorcycles;HONDA;125;XL125 S;79-82;-;-;-;6N4-2A-4
Motorcycles;HONDA;125;XL125 S;84;-;-;-;6N4C-1B
Motorcycles;HONDA;125;XL125R/Pais Dakar;85-87;-;-;-;12N9-4B-1
Motorcycles;HONDA;125;XL125SD;-;-;-;YB2.5L-C-2;-
Motorcycles;HONDA;125;XLR125R;98;-;YTX7A-BS;-;-
Motorcycles;HONDA;125;XLV125 Valadero;01-;YTZ7S;-;-;-
Motorcycles;HONDA;135;HX135, -TH;84-87;-;-;YB2.5L-C;-
Motorcycles;HONDA;145;GL145 II;83-88;-;-;YB2.5L-C;-
Motorcycles;HONDA;150;CBX150 S;88;-;-;YB7L-B;-
Motorcycles;HONDA;150;CG150 TITAN;-;-;YTX7L-BS;-;-
Motorcycles;HONDA;150;CH150 Elite;87;-;YTX9-BS;-;-
Motorcycles;HONDA;150;CH150 Elite Deluxe;85-86;-;-;YB9-B;-
Motorcycles;HONDA;150;CRF150F;06-07;YTZ7S;YTX5L-BS;-;-
Motorcycles;HONDA;150;FES150;99-02;-;YTX9-BS;-;-
Motorcycles;HONDA;150;FES150;03-;-;YTX7L-BS;-;-
Motorcycles;HONDA;150;Foresight150;-;-;YTX7L-BS;-;-
Motorcycles;HONDA;150;NES150;03-;-;YTX7L-BS;-;-
Motorcycles;HONDA;150;NES150 Z;01;-;YTX7L-BS;-;-
Motorcycles;HONDA;150;NSR150, R, R2;89;-;-;YB2.5L-C;-
Motorcycles;HONDA;150;NSR150, R, R2;94-98;-;-;YB3L-A;-
Motorcycles;HONDA;150;NX150;89;-;-;YB7L-B;-
Motorcycles;HONDA;150;Pantheon;-;-;YTX9-BS;-;-
Motorcycles;HONDA;150;SES150;00-;-;YTX7L-BS;-;-
Motorcycles;HONDA;150;SH150;-;-;YTX7L-BS;-;-
Motorcycles;HONDA;150;XLR150;00-;-;YTX5L-BS;-;-
Motorcycles;HONDA;156;GL156S;95;-;-;YB2.5L-C;-
Motorcycles;HONDA;160;CB160 Sport;65-69;-;-;YB9-B;12N9-4B-1
Motorcycles;HONDA;160;CL160 Scrambler;66-68;-;-;YB9-B;12N9-4B-1
Motorcycles;HONDA;175;CA175 Touring (CD175);68-69;-;-;-;B54-6
Motorcycles;HONDA;175;CA175 Touring (CD175K3);69-70;-;-;-;6N12A-2D
Motorcycles;HONDA;175;CB175 Super Sport;69-73;-;-;YB9-B;12N9-4B-1
Motorcycles;HONDA;175;CL175 Scrambler;68-73;-;-;YB9-B;12N9-4B-1
Motorcycles;HONDA;175;SL175 Motosport;70-72;-;-;-;12N5-4B
Motorcycles;HONDA;175;XL175;73-78;-;-;-;6N6-3B
Motorcycles;HONDA;185;CM185 T, Twinstar;78-79;-;-;-;6N12A-2D
Motorcycles;HONDA;185;CT185;82-86;-;-;-;6N4C-1B
Motorcycles;HONDA;185;XL185 S;79-83;-;-;-;6N4-2A-4
Motorcycles;HONDA;200;CB200, T;74-76;-;-;YB9-B;12N9-4B-1
Motorcycles;HONDA;200;CBX200 S;93;-;-;YB7L-B;-
Motorcycles;HONDA;200;CL200 Scrambler;74;-;-;YB9-B;12N9-4B-1
Motorcycles;HONDA;200;CM200 T;85-88;-;YTX12-BS;-;-
Motorcycles;HONDA;200;CM200 T;87-89;-;-;-;12N9-4B-1
Motorcycles;HONDA;200;CM200 T, Twinstar;80;-;-;-;6N12A-2D
Motorcycles;HONDA;200;CM200 T Twinstar;81-82;-;-;YB9-B;12N9-4B-1
Motorcycles;HONDA;200;CT200;86-89;-;-;YB9-B;-
Motorcycles;HONDA;200;GLS200;94;-;-;YB7L-B;-
Motorcycles;HONDA;200;MTX200 RW;85;-;-;YB3L-A;-
Motorcycles;HONDA;200;TLR200;86-87;-;-;-;6N2-2A
Motorcycles;HONDA;200;TLR200 Reflex;86-87;-;YTX4L-BS;-;-
Motorcycles;HONDA;200;TR200;86;-;YTX9-BS;-;-
Motorcycles;HONDA;200;TR200;87;-;YTX7A-BS;-;-
Motorcycles;HONDA;200;TR200 Fat Cat;86;-;YTX9-BS;-;-
Motorcycles;HONDA;200;TR200 Fat Cat;87;-;YTX7A-BS;-;-
Motorcycles;HONDA;200;XL200 R/Paris Dakar;83-84;-;-;-;12N9-4B-1
Motorcycles;HONDA;200;XL200R;83-84;-;-;YB3L-A;-
Motorcycles;HONDA;200;XR200;00-;-;YTX7L-BS;-;-
Motorcycles;HONDA;225;FTR;-;-;YTX5L-BS;-;-
Motorcycles;HONDA;230;CRF230F, L;03-07;YTZ7S;YTX5L-BS;-;-
Motorcycles;HONDA;230;SL230;-;-;YTX5L-BS;-;-
Motorcycles;HONDA;230;XR230;01-;YTZ7S;-;-;-
Motorcycles;HONDA;250;CA250 T;95;-;YTX7L-BS;-;-
Motorcycles;HONDA;250;CA250TS;97;-;YTX7L-BS;-;-
Motorcycles;HONDA;250;CA72 Dream Touring (late);63-66;-;-;-;12N9-3A
Motorcycles;HONDA;250;CB250;91-97;-;YTX7L-BS;-;-
Motorcycles;HONDA;250;CB250 G, K, N, ND;-82;-;-;YB12A-A;-
Motorcycles;HONDA;250;CB250 Nighthawk;91-07;-;YTX7L-BS;-;-
Motorcycles;HONDA;250;CB250 RS;80;-;-;-;12N9-4B-1
Motorcycles;HONDA;250;CB250 T;80;-;-;YB12A-A;-
Motorcycles;HONDA;250;CB250 T2 Twin;79;-;-;YB12A-A;-
Motorcycles;HONDA;250;CB250FV Hornet;-;-;YTX7L-BS;-;-
Motorcycles;HONDA;250;CB72 Hawk;61-66;-;-;-;12N9-3A
Motorcycles;HONDA;250;CBR250RR;-;-;YTX7L-BS;-;-
Motorcycles;HONDA;250;CBX250 TWISTER;-;-;YTX7L-BS;-;-
Motorcycles;HONDA;250;CBX250, RS-YA;85-87;-;YTX9-BS;-;-
Motorcycles;HONDA;250;CD250 U;85-89;-;YTX9-BS;-;-
Motorcycles;HONDA;250;CH250;87-89;-;YTX12-BS;-;-
Motorcycles;HONDA;250;CH250 Elite;85-90;-;YTX12-BS;-;-
Motorcycles;HONDA;250;CJ250 T;-;-;-;YB9-B;-
Motorcycles;HONDA;250;CL250 S;82;-;-;YB9-B;-
Motorcycles;HONDA;250;CL72 Scrambler;62-65;-;-;-;12N5-4B
Motorcycles;HONDA;250;CM250, Custom;82-83;-;-;YB9-B;-
Motorcycles;HONDA;250;CM250 C;82-85;-;-;YB9-B;-
Motorcycles;HONDA;250;CMX250 C Rebel;96-07;-;YTX7L-BS;-;-
Motorcycles;HONDA;250;CMX250 C Rebel;85-87;-;-;YB9L-B;-
Motorcycles;HONDA;250;CMX250 C Rebel, LTD;85-87;-;-;YB9L-B;-
Motorcycles;HONDA;250;CMX250C3;01-;-;YTX7L-BS;-;-
Motorcycles;HONDA;250;CN250 Helix, fusion TypeXX;86-07;-;YTX12-BS;-;-
Motorcycles;HONDA;250;CRF250X;04-07;YTZ7S;YTX5L-BS;-;-
Motorcycles;HONDA;250;FES250 Foresight;01-;YTZ12S;-;-;-
Motorcycles;HONDA;250;FES250V Foresight;98-00;-;YTX12-BS;-;-
Motorcycles;HONDA;250;Forza X, Z;01-;YTZ12S;-;-;-
Motorcycles;HONDA;250;MT250 Elsinore;74-76;-;-;-;6N6-3B
Motorcycles;HONDA;250;NS250S;-1;YTZ12S;-;-;-
Motorcycles;HONDA;250;NSR250RR/R;97;YTX4L-BS;YT4L-BS;-;-
Motorcycles;HONDA;250;NSS250 JAZZ;01-;YTZ12S;-;-;-
Motorcycles;HONDA;250;NSS250 Reflex;01-07;YTZ12S;-;-;-
Motorcycles;HONDA;250;NX250;88-96;-;YTX7L-BS;-;-
Motorcycles;HONDA;250;PS250 Big Ruckus;05-06;YTZ12S;-;-;-
Motorcycles;HONDA;250;VT250;90-95;-;YTX7L-BS;-;-
Motorcycles;HONDA;250;VT250C V-TWIN MAGNA;-;-;YTX7L-BS;-;-
Motorcycles;HONDA;250;VT250CS;-97;-;YTX7L-BS;-;-
Motorcycles;HONDA;250;VTR250 Interceptor VTR;88-90;-;-;YB9-B;-
Motorcycles;HONDA;250;XL250;72-76;-;-;-;6N6-3B
Motorcycles;HONDA;250;XL250 R;84-87;-;-;YB3L-A;-
Motorcycles;HONDA;250;XL250 RC;82-83;-;-;YB3L-A;-
Motorcycles;HONDA;250;XL250R;82-87;-;-;YB3L-A;-
Motorcycles;HONDA;250;XL250S;78-81;-;-;-;6N4-2A-4
Motorcycles;HONDA;250;XR250;-;-;YTX5L-BS;-;-
Motorcycles;HONDA;250;XR250 L, R;91-98;-;YTX4L-BS;-;-
Motorcycles;HONDA;250;XR250 TORNADO;-;-;YTX7L-BS;-;-
Motorcycles;HONDA;305;CA77 Dream Touring (late);63-69;-;-;-;12N9-3A
Motorcycles;HONDA;305;CB77 Super Hawk;61-68;-;-;-;12N9-3A
Motorcycles;HONDA;305;CL77 Scrambler;65-68;-;-;-;12N5-4B
Motorcycles;HONDA;350;CB350 S;86;-;-;YB12A-B;-
Motorcycles;HONDA;350;CB350 Super Sport Four;68-74;-;-;YB12A-A;12N12A-4A-1
Motorcycles;HONDA;350;CB350F, CB350K;-;-;-;YB12A-A;-
Motorcycles;HONDA;350;CL350 Scrambler;68-73;-;-;YB12A-A;12N12A-4A-1
Motorcycles;HONDA;350;SL350 Motosport;69-70;-;-;YB12A-A;12N12A-4A-1
Motorcycles;HONDA;350;SL350 Motosport;70-73;-;-;-;12N5-4B
Motorcycles;HONDA;350;XL350;74-78;-;-;-;6N6-3B
Motorcycles;HONDA;350;XL350R, XR350R;84-87;-;-;YB3L-A;-
Motorcycles;HONDA;360;CB360 G, T, Scrambler360;74-76;-;-;YB12A-A;12N12A-4A-1
Motorcycles;HONDA;360;CJ360T;76-77;-;-;YB9-B;12N9-4B-1
Motorcycles;HONDA;360;CL360 Scrambler;74-75;-;-;YB12A-A;12N12A-4A-1
Motorcycles;HONDA;400;CB400 N;79;-;-;YB12A-A;-
Motorcycles;HONDA;400;CB400 SS;-3;-;YTR4A-BS;-;-
Motorcycles;HONDA;400;CB400 Super Four;01-;YTZ10S;-;-;-
Motorcycles;HONDA;400;CB400A;78;-;-;YB12A-A;-
Motorcycles;HONDA;400;CB400F CB-1;89-90;-;YTX9-BS;-;-
Motorcycles;HONDA;400;CB400F Super Sport;75-77;-;-;YB12A-A;12N12A-4A-1
Motorcycles;HONDA;400;CB400F/F II;75;-;-;-;12N12A-4A-1
Motorcycles;HONDA;400;CB400T Hawk;80-81;-;-;YB12A-A;-
Motorcycles;HONDA;400;CB400T Hawk I;78-79;-;-;YB9-B;12N9-4B-1
Motorcycles;HONDA;400;CB400T Hawk II;78-79;-;-;YB12A-A;-
Motorcycles;HONDA;400;CBR400RRR;86-89;-;YTX9-BS;-;-
Motorcycles;HONDA;400;CBX400F/F II;-;-;-;YB12A-A;-
Motorcycles;HONDA;400;CM400A matic;79-81;-;-;YB12A-A;-
Motorcycles;HONDA;400;CM400C Custom;81;-;-;YB12A-A;-
Motorcycles;HONDA;400;CM400E/T;79-82;-;-;YB12A-A;-
Motorcycles;HONDA;400;CX400 C;81-83;-;-;YB14L-A2;-
Motorcycles;HONDA;400;NS400 R/Raiden;-;-;YTX5L-BS;-;-
Motorcycles;HONDA;400;NS400R;85;YTX5L-BS;YT5L-BS;-;-
Motorcycles;HONDA;400;NV400 DC Shadow;01-;-;YTX14-BS;-;-
Motorcycles;HONDA;400;NV400 DC Shadow Skasher;01-;YTZ10S;-;-;-
Motorcycles;HONDA;400;NV400 Steed;01-;YTZ10S;-;-;-
Motorcycles;HONDA;400;NV400C;95;-;YTX9-BS;-;-
Motorcycles;HONDA;400;RVF400 (NC35);-;-;YTX7A-BS;-;-
Motorcycles;HONDA;400;Silver Wing400;01-;YTZ12S;-;-;-
Motorcycles;HONDA;400;VF400 F;83;-;-;YB12A-A;-
Motorcycles;HONDA;400;VFR400R III (NC30);90-91;-;YTX7A-BS;-;-
Motorcycles;HONDA;450;CB450, SS;67-74;-;-;YB12A-A;12N12A-4A-1
Motorcycles;HONDA;450;CB450K/K7;-;-;-;-;12N12A-4A-1
Motorcycles;HONDA;450;CB450N;85;-;-;YB12AL-A2;-
Motorcycles;HONDA;450;CB450S;88;YTX14AH-BS;-;YB14-B2;-
Motorcycles;HONDA;450;CB450S;86-87;-;-;YB12A-B;-
Motorcycles;HONDA;450;CB450SC;82-86;-;-;YB12A-A;-
Motorcycles;HONDA;450;CB450SC Nighthawk, T;82-86;-;-;YB12A-A;-
Motorcycles;HONDA;450;CB450SC Nighthawk/S;85-86;-;-;YB12A-A;-
Motorcycles;HONDA;450;CB450T Hawk;82;-;-;YB12A-A;-
Motorcycles;HONDA;450;CL450 Scrambler;67-74;-;-;YB12A-A;12N12A-4A-1
Motorcycles;HONDA;450;CM450A matic, E;82-83;-;-;YB12A-A;-
Motorcycles;HONDA;450;CM450C Custom, E;82-83;-;-;YB12A-A;-
Motorcycles;HONDA;450;CMX450C, Rebel;86-88;-;-;YB12A-A;-
Motorcycles;HONDA;450;CRF450X;05-07;YTZ7S;-;-;-
Motorcycles;HONDA;500;CB500;04-;YTZ10S;-;-;-
Motorcycles;HONDA;500;CB500 Four, Twin;71-76;-;-;YB12A-A;12N12A-4A-1
Motorcycles;HONDA;500;CB500K-1/K-3;-;-;-;-;12N12A-4A-1
Motorcycles;HONDA;500;CB500S;98-99;-;YTX9-BS;-;-
Motorcycles;HONDA;500;CB500T Twin, Four;75-76;-;-;-;12N12A-4A-1
Motorcycles;HONDA;500;CBF500;04-;YTZ10S;-;-;-
Motorcycles;HONDA;500;CBR500F;87-89;-;YTX9-BS;-;-
Motorcycles;HONDA;500;CX500 Custom;-;-;-;YB12A-A;-
Motorcycles;HONDA;500;CX500, C, D, E, T, TC;78-82;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;HONDA;500;FT500 Ascot;82-83;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;HONDA;500;GB500;89-90;-;-;YB12A-B;-
Motorcycles;HONDA;500;GL500 I Intercept;81-82;-;-;YB14L-A2;-
Motorcycles;HONDA;500;GL500, I Silver Wing;81-82;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;HONDA;500;NX500;88-95;-;YTX9-BS;-;-
Motorcycles;HONDA;500;VF500C V30 Magna;84-85;-;-;YB12A-A;-
Motorcycles;HONDA;500;VF500F Interceptor, Fll;84-86;-;-;YB12A-A;-
Motorcycles;HONDA;500;VT500C Shadow;83-86;-;-;YB12A-A;-
Motorcycles;HONDA;500;VT500E;83-85;-;-;YB12A-A;-
Motorcycles;HONDA;500;VT500FT Ascot;83-84;-;-;YB12A-A;-
Motorcycles;HONDA;500;XBR500;85-86;-;-;YB12A-B;-
Motorcycles;HONDA;500;XBR500, S;87-88;YTX14AH-BS;-;YB14-B2;-
Motorcycles;HONDA;500;XL500R;82-87;-;-;YB3L-A;-
Motorcycles;HONDA;500;XL500S;79-81;-;-;-;6N4-2A-4
Motorcycles;HONDA;550;CB550;83-84;-;-;YB12AL-A2;-
Motorcycles;HONDA;550;CB550 F;74-77;-;-;-;12N12A-4A-1
Motorcycles;HONDA;550;CB550 Four, K, SS;74-78;-;-;YB12A-A;12N12A-4A-1
Motorcycles;HONDA;550;CB550 K2/K4;77-78;-;-;-;12N12A-4A-1
Motorcycles;HONDA;550;CB550SC Nighthawk;83-85;-;-;YB12AL-A2;-
Motorcycles;HONDA;550;CBX550F, F II;82-83;-;-;YB12A-A;-
Motorcycles;HONDA;582;FSC600 Silver Wing;02-07;YTZ12S;-;-;-
Motorcycles;HONDA;600;CB600 F, Hornet, ABS;01-07;-;YTX7L-BS;-;-
Motorcycles;HONDA;600;CB600 SF;02;YTZ7S;YTX7L-BS;-;-
Motorcycles;HONDA;600;CB600F;07-;YTZ10S;-;-;-
Motorcycles;HONDA;600;CB600F (599);04-06;-;YTX7L-BS;-;-
Motorcycles;HONDA;600;CBF600;07-;YTZ10S;-;-;-
Motorcycles;HONDA;600;CBF600N, NA;03-07;-;YTX7L-BS;-;-
Motorcycles;HONDA;600;CBF600S, SA;03-07;-;YTX7L-BS;-;-
Motorcycles;HONDA;600;CBR600;87-00;-;YTX9-BS;-;-
Motorcycles;HONDA;600;CBR600 F, F II, F III, SE;95-99;-;YTX9-BS;-;-
Motorcycles;HONDA;600;CBR600 F4i, 600RR;01-06;YTZ10S;-;-;-
Motorcycles;HONDA;600;CBR600F/SP;01-;YTZ10S;-;-;-
Motorcycles;HONDA;600;CBR600F/SP;87-00;-;YTX9-BS;-;-
Motorcycles;HONDA;600;CBR600FS/SX;01-;YTZ10S;-;-;-
Motorcycles;HONDA;600;CBX600E;83;-;-;YB12AL-A2;-
Motorcycles;HONDA;600;FJS600, Sliver Wing;01-;YTZ12S;-;-;-
Motorcycles;HONDA;600;Hornet600;98;-;YTX7L-BS;-;-
Motorcycles;HONDA;600;NTV600;88-92;-;YTX9-BS;-;-
Motorcycles;HONDA;600;NV600C;89-94;-;YTX9-BS;-;-
Motorcycles;HONDA;600;Shadow600;-;-;YTX9-BS;-;-
Motorcycles;HONDA;600;Silver Wing;88-00;YTX14AH-BS;-;YB14-B2;-
Motorcycles;HONDA;600;VT600 C Shadow;88-99;-;YTX9-BS;-;-
Motorcycles;HONDA;600;VT600 C, CD Shadow Deluxe;04-07;YTZ10S;-;-;-
Motorcycles;HONDA;600;VT600C, CD Shadow Deluxe, VLX;88-03;-;YTX9-BS;-;-
Motorcycles;HONDA;600;VT600C;88-97;-;YTX9-BS;-;-
Motorcycles;HONDA;600;XL600 Transport;-87;-;-;YB12A-B;-
Motorcycles;HONDA;600;XL600LM;85-91;-;-;YB14-A2;-
Motorcycles;HONDA;600;XL600R;83-87;-;-;YB3L-A;-
Motorcycles;HONDA;600;XL600V;87-93;YTX14AH-BS;-;YB14-B2;-
Motorcycles;HONDA;600;XL600V;94-00;-;-;YB12A-B;-
Motorcycles;HONDA;600;XL600V Transalp;89-90;-;-;YB12A-B;-
Motorcycles;HONDA;600;XL600V, Transport;95-97;-;-;YB12A-B;-
Motorcycles;HONDA;650;CB650;79-82;-;-;YB12A-A;-
Motorcycles;HONDA;650;CB650 C Custom;80-81;-;-;YB12A-A;-
Motorcycles;HONDA;650;CB650 SC Custom;82;-;-;YB12A-A;-
Motorcycles;HONDA;650;CB650 SC Nighthawk;83-85;-;-;YB12AL-A2;-
Motorcycles;HONDA;650;CB650, Custom;79-82;-;-;YB12A-A;-
Motorcycles;HONDA;650;CB650SC Nighthawk;82;-;-;YB12A-A;-
Motorcycles;HONDA;650;CB650SC Nighthawk;83-85;-;-;YB12AL-A2;-
Motorcycles;HONDA;650;CB650Z;79;-;-;YB12A-A;-
Motorcycles;HONDA;650;CBX650E Nighthawk;84;-;-;YB14L-A2;-
Motorcycles;HONDA;650;CBX650E Nighthawk;82-83;-;-;YB12AL-A2;-
Motorcycles;HONDA;650;CX650 Euro,Turbo;83;-;-;YB14L-A2;-
Motorcycles;HONDA;650;CX650C Custom;83;YTX14AH-BS;-;YB14-A2;-
Motorcycles;HONDA;650;CX650T Turbo;83;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;HONDA;650;Deauville650;-;-;YTX9-BS;-;-
Motorcycles;HONDA;650;FX650;-1;-;YTX9-BS;-;-
Motorcycles;HONDA;650;GL650 I Interstate;83;-;-;YB14L-A2;-
Motorcycles;HONDA;650;GL650 Silver Wing;83;-;-;YB14L-A2;-
Motorcycles;HONDA;650;GL650I Silver Wing Interstate;83;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;HONDA;650;NT650 Hawk GT;88-91;-;YTX9-BS;-;-
Motorcycles;HONDA;650;NT650V;-;-;YTX9-BS;-;-
Motorcycles;HONDA;650;NTV650 Revere;88-97;-;YTX9-BS;-;-
Motorcycles;HONDA;650;NX650;88-89;-;YTX9-BS;-;-
Motorcycles;HONDA;650;NX650 Dominator;88-97;-;YTX9-BS;-;-
Motorcycles;HONDA;650;SLR650;97-98;-;YTX9-BS;-;-
Motorcycles;HONDA;650;Vigor 650;99;-;YTX9-BS;-;-
Motorcycles;HONDA;650;XL650, V, Transalp;01-;YTZ12S;-;-;-
Motorcycles;HONDA;650;XR650L;93-07;-;YTX9-BS;-;-
Motorcycles;HONDA;650;XRV650;88-89;YTX14AH-BS;-;YB14-B2;-
Motorcycles;HONDA;680;DN-01;08;YTZ14S;-;-;-
Motorcycles;HONDA;700;CB700SC;84-86;-;-;YB14L-A2;-
Motorcycles;HONDA;700;CB700SC Nighthawk ‘S;84-86;-;-;YB14L-A1;-
Motorcycles;HONDA;700;VF700C Magna;87;-;-;YB12A-A;-
Motorcycles;HONDA;700;VF700C Magna;84-86;YTX14AH-BS;-;YB14-A2;-
Motorcycles;HONDA;700;VF700F Interceptor;84-85;YTX14AH-BS;-;YB14-A2;-
Motorcycles;HONDA;700;VF700S Sabre;84-85;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;HONDA;700;VFR700 F;86;-;-;YB12A-B;-
Motorcycles;HONDA;700;VFR700 Interceptor;86-87;-;-;YB12A-B;-
Motorcycles;HONDA;700;VFR700F, F II Interceptor;86-87;-;-;YB12A-B;-
Motorcycles;HONDA;700;VT700C Shadow;84-85;-;-;HYB16A-AB;-
Motorcycles;HONDA;700;VT700C Shadow;86-87;YTX14AH-BS;-;YB14-B2;-
Motorcycles;HONDA;750;Africa Twin;93;YTX14AH-BS;-;YB14-B2;-
Motorcycles;HONDA;750;CB750 F II;91-;-;-;YB14-A2;-
Motorcycles;HONDA;750;CB750 KZ;80;-;-;YB14L-A2;-
Motorcycles;HONDA;750;CB750 Nighthawk;82-83;-;-;YB14L-A2;-
Motorcycles;HONDA;750;CB750 Nighthawk;91-03;YTX14AH-BS;-;YB14-A2;-
Motorcycles;HONDA;750;CB750, C, F, F2;-88;-;-;YB14L-A2;-
Motorcycles;HONDA;750;CB750A;76-78;-;-;Y50-N18L-A;-
Motorcycles;HONDA;750;CB750A matic;76-78;-;-;Y50-N18L-A-CX;Y50-N18L-A
Motorcycles;HONDA;750;CB750C Custom;80-82;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;HONDA;750;CB750F Super Sport;75-82;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;HONDA;750;CB750FA;93-95;-;-;YB14-A2;-
Motorcycles;HONDA;750;CB750K;-82;-;-;YB14L-A2;-
Motorcycles;HONDA;750;CB750K Four;69-82;YTX14AHL-BS;-;YB14L-A2;12N14-3A
Motorcycles;HONDA;750;CB750K Limited Edition;79;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;HONDA;750;CB750SC;84-85;-;-;YB14L-A2;-
Motorcycles;HONDA;750;CB750SC;91-92;-;-;YB14-A2;-
Motorcycles;HONDA;750;CB750SC Nighthawk;82-83;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;HONDA;750;CBX750F;84-86;-;-;YB14-A2;-
Motorcycles;HONDA;750;CBX750F II;86;-;-;YB14-A2;-
Motorcycles;HONDA;750;CBX750P2;84-;-;-;YB14L-A1;-
Motorcycles;HONDA;750;CR750 45;-;-;YTX9-BS;-;-
Motorcycles;HONDA;750;NR;92;-;YTX12-BS;-;-
Motorcycles;HONDA;750;NV750, Shadow;97-98;YTZ14S;YTX14-BS;-;-
Motorcycles;HONDA;750;NV750 Shadow Slasher;01-;YTZ14S;-;-;-
Motorcycles;HONDA;750;RVF (RC45);-;-;YTX14-BS;-;-
Motorcycles;HONDA;750;RVF750R (RC45);94-95;-;YTX9-BS;-;-
Motorcycles;HONDA;750;VF750C;95-97;-;YTX12-BS;-;-
Motorcycles;HONDA;750;VF750C Magna;82-86;-;-;YB14-A2;-
Motorcycles;HONDA;750;VF750C Magna;87-92;-;-;YB12A-A;-
Motorcycles;HONDA;750;VF750C Magna;93-94;-;YTX9-BS;-;-
Motorcycles;HONDA;750;VF750C V45 Magna;88;-;-;YB12A-A;-
Motorcycles;HONDA;750;VF750C V45 Magna;82-83;YTX14AH-BS;-;YB14-A2;-
Motorcycles;HONDA;750;VF750C, C2, D Magna;94-03;-;YTX12-BS;-;-
Motorcycles;HONDA;750;VF750F V45 Interceptor;83-84;YTX14AH-BS;-;YB14-A2;-
Motorcycles;HONDA;750;VF750S V45 Sabre;82-83;-;-;YB14L-A2 (s);-
Motorcycles;HONDA;750;VFR750F;87-89;-;YTX12-BS;-;-
Motorcycles;HONDA;750;VFR750F;90-97;YTX14AH-BS;-;YB14-B2;-
Motorcycles;HONDA;750;VFR750F Interceptor;86;-;-;YB12A-B;-
Motorcycles;HONDA;750;VFR750R (RC30);88-90;-;YTX9-BS;-;-
Motorcycles;HONDA;750;VT750C Shadow;83;-;-;HYB16A-AB;-
Motorcycles;HONDA;750;VT750C Shadow;98-00;-;YTX14-BS;-;-
Motorcycles;HONDA;750;VT750C, CA, C2;04-08;YTZ12S;-;-;-
Motorcycles;HONDA;750;VT750CD, CD2 Shadow Deluxe;98-02;-;YTX14-BS;-;-
Motorcycles;HONDA;750;VT750CDA, B, C, D Shadow, A.C.E. Deluxe;02-03;-;YTX14-BS;-;-
Motorcycles;HONDA;750;VT750DC, A, B Shadow Spirit;01-07;YTZ14S;-;-;-
Motorcycles;HONDA;750;XLV750R;83;-;-;YB14-A2;-
